date,wordcount,chapter,work
2018-07-30,5133,14 – 30,The Gods Are Bastards
2018-08-01,4964,14 – 31,The Gods Are Bastards
2018-08-06,6065,14 – 32,The Gods Are Bastards
2018-08-08,4292,14 – 33,The Gods Are Bastards
2018-08-10,7069,Bonus #28: Life’s Work,The Gods Are Bastards
2018-08-15,6571,"Bonus #29: Deathspeaker, part 1",The Gods Are Bastards
2018-08-20,4931,"Bonus #30: Deathspeaker, part 2",The Gods Are Bastards
2018-08-24,4196,"Bonus #31: Deathspeaker, part 3",The Gods Are Bastards
2018-08-29,6131,"Bonus #32: Deathspeaker, part 4",The Gods Are Bastards
2018-08-31,9447,Bonus #33: Mister Nice Guy,The Gods Are Bastards
2018-09-03,4487,"Bonus #34: Divine Right, part 1",The Gods Are Bastards
2018-09-05,4364,"Bonus #35: Divine Right, part 2",The Gods Are Bastards
2018-09-08,4212,"Bonus #36: Divine Right, part 3",The Gods Are Bastards
2018-09-14,4438,"Bonus #37: Divine Right, part 4",The Gods Are Bastards
2018-09-19,4727,"Bonus #38: Curse the Darkness, part 1",The Gods Are Bastards
2018-09-24,4462,"Bonus #39: Curse the Darkness, part 2",The Gods Are Bastards
2018-09-28,4365,"Bonus #40: Curse the Darkness, part 3",The Gods Are Bastards
2018-10-01,5013,"Bonus #41: The Audit, part 1",The Gods Are Bastards
2018-10-05,3841,"Bonus #42: The Audit, part 2",The Gods Are Bastards
2018-10-08,5295,"Bonus #43: The Audit, part 3",The Gods Are Bastards
2018-10-10,5211,"Bonus #44: The Masks We Wear, part 1",The Gods Are Bastards
2018-10-15,5812,"Bonus #45: The Masks We Wear, part 2",The Gods Are Bastards
2018-10-17,5304,"Bonus #46: The Light of Dawn, part 1",The Gods Are Bastards
2018-10-19,6193,"Bonus #47: The Light of Dawn, part 2",The Gods Are Bastards
2018-10-22,5287,"Bonus #48: Lightning in a Bottle, part 1",The Gods Are Bastards
2018-10-24,5409,"Bonus #49: Lightning in a Bottle, part 2",The Gods Are Bastards
2018-10-29,3063,Bonus #49 continued,The Gods Are Bastards
2018-10-31,5244,"Bonus #50: Lightning in a Bottle, part 3",The Gods Are Bastards
2018-11-09,4694,"Bonus #51: Lightning in a Bottle, part 4",The Gods Are Bastards
2018-11-12,4342,"Bonus #52: Lightning in a Bottle, part 5",The Gods Are Bastards
2018-11-14,4527,"Bonus #53: Lightning in a Bottle, part 6",The Gods Are Bastards
2018-11-16,5674,"Bonus #54: Lightning in a Bottle, part 7",The Gods Are Bastards
2018-11-19,4543,"Bonus #55: Accursed, part 1",The Gods Are Bastards
2018-11-21,4798,"Bonus #56: Accursed, part 2",The Gods Are Bastards
2018-11-26,5071,"Bonus #57: Accursed, part 3",The Gods Are Bastards
2018-11-28,6741,"Bonus #58: Accursed, part 4",The Gods Are Bastards
2018-12-12,5366,"Bonus #59: Accursed, part 5",The Gods Are Bastards
2018-12-14,5262,15 – 1,The Gods Are Bastards
2018-12-17,4464,15 – 2,The Gods Are Bastards
2018-12-20,3882,15 – 3,The Gods Are Bastards
2018-12-24,4538,15 – 4,The Gods Are Bastards
2018-12-31,4085,15 – 5,The Gods Are Bastards
2019-01-02,4216,15 – 6,The Gods Are Bastards
2019-01-04,2641,15 – 7,The Gods Are Bastards
2019-01-07,4491,15 – 8,The Gods Are Bastards
2019-01-09,4079,15 – 9,The Gods Are Bastards
2019-01-14,4507,15 – 10,The Gods Are Bastards
2019-01-16,5204,15 – 11,The Gods Are Bastards
2019-01-21,4682,15 – 12,The Gods Are Bastards
2019-01-23,5042,15 – 13,The Gods Are Bastards
2019-01-28,3983,15 – 14,The Gods Are Bastards
2019-02-01,5307,15 – 15,The Gods Are Bastards
2019-02-04,4648,15 – 16,The Gods Are Bastards
2019-02-08,5154,15 – 17,The Gods Are Bastards
2019-02-13,5785,15 – 18,The Gods Are Bastards
2019-02-18,4186,15 – 19,The Gods Are Bastards
2019-02-24,4927,15 – 20,The Gods Are Bastards
2019-03-02,3725,15 – 21,The Gods Are Bastards
2019-03-04,4845,15 – 22,The Gods Are Bastards
2019-03-11,3644,15 – 23,The Gods Are Bastards
2019-03-13,6057,15 – 24,The Gods Are Bastards
2019-03-18,4562,15 – 25,The Gods Are Bastards
2019-03-22,6027,15 – 26,The Gods Are Bastards
2019-03-27,4142,15 – 27,The Gods Are Bastards
2019-04-01,5030,15 – 28,The Gods Are Bastards
2019-04-05,4927,15 – 29,The Gods Are Bastards
2019-04-10,10928,15 – 30,The Gods Are Bastards
2019-04-12,5200,15 – 31,The Gods Are Bastards
2019-04-17,4587,15 – 32,The Gods Are Bastards
2019-04-19,5579,15 – 33,The Gods Are Bastards
2019-04-24,4536,15 – 34,The Gods Are Bastards
2019-04-26,4836,15 – 35,The Gods Are Bastards
2019-04-29,3755,15 – 36,The Gods Are Bastards
2019-05-03,4607,15 – 37,The Gods Are Bastards
2019-05-08,4792,15 – 38,The Gods Are Bastards
2019-05-13,4541,15 – 39,The Gods Are Bastards
2019-05-20,5109,15 – 40,The Gods Are Bastards
2019-05-27,6497,15 – 41,The Gods Are Bastards
2019-05-31,4593,15 – 42,The Gods Are Bastards
2019-06-03,4604,15 – 43,The Gods Are Bastards
2019-06-05,3958,15 – 44,The Gods Are Bastards
2019-06-08,3677,15 – 45,The Gods Are Bastards
2019-06-10,3787,15 – 46,The Gods Are Bastards
2019-06-12,4162,15 – 47,The Gods Are Bastards
2019-06-17,4509,15 – 48,The Gods Are Bastards
2019-06-19,4682,15 – 49,The Gods Are Bastards
2019-06-25,4420,15 – 50,The Gods Are Bastards
2019-07-01,4093,15 – 51,The Gods Are Bastards
2019-07-10,4065,15 – 52,The Gods Are Bastards
2019-07-12,3861,15 – 53,The Gods Are Bastards
2019-07-17,4731,15 – 54,The Gods Are Bastards
2019-07-24,3737,15 – 55,The Gods Are Bastards
2019-07-26,4283,15 – 56,The Gods Are Bastards
2019-07-29,2935,15 – 57,The Gods Are Bastards
2019-07-31,3450,15 – 58,The Gods Are Bastards
2019-08-05,4558,15 – 59,The Gods Are Bastards
2019-08-07,4577,15 – 60,The Gods Are Bastards
2019-08-09,4439,15 – 61,The Gods Are Bastards
2019-08-14,6663,15 – 62,The Gods Are Bastards
2019-08-23,4968,15 – 63,The Gods Are Bastards
2019-08-28,3308,15 – 64,The Gods Are Bastards
2019-08-30,4277,15 – 65,The Gods Are Bastards
2019-09-02,3801,15 – 66,The Gods Are Bastards
2019-09-09,5144,15 – 67,The Gods Are Bastards
2019-09-16,3767,15 – 68,The Gods Are Bastards
2019-09-16,3033,15 – 69,The Gods Are Bastards
2019-09-23,3590,15 – 70,The Gods Are Bastards
2019-09-25,4368,15 – 71,The Gods Are Bastards
2019-09-27,4836,15 – 72,The Gods Are Bastards
2019-09-30,4333,15 – 73,The Gods Are Bastards
2019-10-04,5357,15 – 74,The Gods Are Bastards
2019-10-07,4093,15 – 75,The Gods Are Bastards
2019-10-14,5059,15 – 76,The Gods Are Bastards
2019-10-18,4671,15 – 77,The Gods Are Bastards
2019-10-21,5793,15 – 78,The Gods Are Bastards
2019-11-04,3872,16 – 1,The Gods Are Bastards
2019-11-08,4118,16 – 2,The Gods Are Bastards
2019-11-12,4860,16 – 3,The Gods Are Bastards
2019-11-15,4159,16 – 4,The Gods Are Bastards
2019-11-22,4821,16 – 5,The Gods Are Bastards
2019-11-25,4954,16 – 6,The Gods Are Bastards
2019-12-04,5676,16 – 7,The Gods Are Bastards
2019-12-06,4323,16 – 8,The Gods Are Bastards
2019-12-14,4356,16 – 9,The Gods Are Bastards
2019-12-16,3732,16 – 10,The Gods Are Bastards
2019-12-20,5282,16 – 11,The Gods Are Bastards
2019-12-25,3892,16 – 12,The Gods Are Bastards
2019-12-27,5012,16 – 13,The Gods Are Bastards
2020-01-01,4085,16 – 14,The Gods Are Bastards
2020-01-03,3646,16 – 15,The Gods Are Bastards
2020-01-08,3023,16 – 16,The Gods Are Bastards
2020-01-10,5642,16 – 17,The Gods Are Bastards
2020-01-15,3485,16 – 18,The Gods Are Bastards
2020-01-20,5215,16 – 19,The Gods Are Bastards
2020-01-22,3943,16 – 20,The Gods Are Bastards
2020-01-29,4560,16 – 21,The Gods Are Bastards
2020-01-31,4646,16 – 22,The Gods Are Bastards
2020-02-03,4228,16 – 23,The Gods Are Bastards
2020-02-05,5689,16 – 24,The Gods Are Bastards
2020-02-07,4162,16 – 25,The Gods Are Bastards
2020-02-12,4116,16 – 26,The Gods Are Bastards
2020-02-15,4159,16 – 27,The Gods Are Bastards
2020-02-21,4376,16 – 28,The Gods Are Bastards
2020-02-26,4198,16 – 29,The Gods Are Bastards
2020-02-28,5094,16 – 30,The Gods Are Bastards
2020-03-04,4602,16 – 31,The Gods Are Bastards
2020-03-06,4427,16 – 32,The Gods Are Bastards
2020-03-11,4552,16 – 33,The Gods Are Bastards
2020-03-13,4455,16 – 34,The Gods Are Bastards
2020-03-18,4154,16 – 35,The Gods Are Bastards
2020-03-20,5217,16 – 36,The Gods Are Bastards
2020-03-27,4629,16 – 37,The Gods Are Bastards
2020-04-01,4467,16 – 38,The Gods Are Bastards
2020-04-07,6681,16 – 39,The Gods Are Bastards
2020-04-09,4165,16 – 40,The Gods Are Bastards
2020-04-13,4472,16 – 41,The Gods Are Bastards
2020-04-27,4149,16 – 42,The Gods Are Bastards
2020-05-04,4452,16 – 43,The Gods Are Bastards
2020-05-06,3947,16 – 44,The Gods Are Bastards
2020-05-14,3399,16 – 45,The Gods Are Bastards
2020-05-20,5367,16 – 46,The Gods Are Bastards
2020-05-28,5856,16 – 47,The Gods Are Bastards
2020-06-01,5444,16 – 48,The Gods Are Bastards
2020-06-10,3190,16 – 49,The Gods Are Bastards
2020-06-19,4952,16 – 50,The Gods Are Bastards
2020-07-01,4187,16 – 51,The Gods Are Bastards
2020-07-10,4312,16 – 52,The Gods Are Bastards
2020-07-27,667,Hiatus Notice,The Gods Are Bastards
2020-08-17,4625,16 – 53,The Gods Are Bastards
2020-08-17,4433,16 – 54,The Gods Are Bastards
2020-08-19,4614,16 – 55,The Gods Are Bastards
2020-08-24,147,RSS Ping,The Gods Are Bastards
2020-09-03,3828,16 – 56,The Gods Are Bastards
2020-09-05,4398,16 – 57,The Gods Are Bastards
2020-09-09,4098,16 – 58,The Gods Are Bastards
2020-09-12,4299,"Bonus #60: Coming to Dinner, part 1",The Gods Are Bastards
2020-09-23,4605,"Bonus #61: Coming to Dinner, part 2",The Gods Are Bastards
2020-09-25,4250,"Bonus #62: Coming to Dinner, part 3",The Gods Are Bastards
2020-09-30,4096,"Bonus #63: Coming to Dinner, part 4",The Gods Are Bastards
2020-10-04,4836,"Bonus #64: The Girl from Everywhere, part 1",The Gods Are Bastards
2020-10-06,4279,"Bonus #65: The Girl from Everywhere, part 2",The Gods Are Bastards
2020-10-21,3458,"When the Student is Ready, part 1",The Gods Are Bastards
2020-11-02,1442,admitting defeat,The Gods Are Bastards
2020-11-16,1143,Observations from hiatus,The Gods Are Bastards
2020-12-03,626,Condition update,The Gods Are Bastards
2014-05-20,100000,Rowena’s Rescue,Rowena’s Rescue
2019-01-26,8375,Chapter 1,Netherstar
2019-02-02,6066,Chapter 2: Can’t Help You,Netherstar
2019-04-06,6572,Chapter 3: You’ve Got Yourself a Deal,Netherstar
