date,wordcount,chapter,work,author
2020-01-27,1335,Spider to the fly,Chrysalis,RinoZ
2020-01-29,1172,The latest candidate,Chrysalis,RinoZ
2020-01-30,1109,Face to ... thing,Chrysalis,RinoZ
2020-01-31,1296,Custody,Chrysalis,RinoZ
2020-02-01,1284,Not a fan,Chrysalis,RinoZ
2020-02-02,1547,Gateway,Chrysalis,RinoZ
2020-02-04,1751,Escaping?,Chrysalis,RinoZ
2020-02-06,1117,Run! To Captivity!,Chrysalis,RinoZ
2020-02-08,1507,Chapter 458 - Changing Circumstances,Chrysalis,RinoZ
2020-02-09,1268,Chapter 459 - Locked up,Chrysalis,RinoZ
2020-02-11,1168,Chapter 460 - Honesty is refreshing,Chrysalis,RinoZ
2020-02-12,1287,Chapter 461 - Too much honesty is maybe not so great,Chrysalis,RinoZ
2020-02-14,1467,Chapter 462 - The Legionaries Tales,Chrysalis,RinoZ
2020-02-16,1210,Chapter 463 - Morrelia Awakens,Chrysalis,RinoZ
2020-02-17,1727,Chapter 464 - Was dancing to the ...,Chrysalis,RinoZ
2020-02-19,1326,Chapter 465 - The monster in the mirror,Chrysalis,RinoZ
2020-02-20,1447,Chapter 466 - So Bohemian like me,Chrysalis,RinoZ
2020-02-22,1482,Chapter 467 - The rock in my corner,Chrysalis,RinoZ
2020-02-23,1703,Chapter 468 - Strategising,Chrysalis,RinoZ
2020-02-25,1060,Chapter 469 - Putting the ducks in a row,Chrysalis,RinoZ
2020-02-27,1278,Chapter 470 - Opening Night,Chrysalis,RinoZ
2020-02-29,1229,Chapter 471 - The first fight,Chrysalis,RinoZ
2020-03-02,1253,Chapter 472 - Getting bogged down,Chrysalis,RinoZ
2020-03-03,1380,"Chapter 473 - Tiers of magic, delicious meals",Chrysalis,RinoZ
2020-03-05,1592,"Chapter 474 - Eye of the tiger, mouth of a teamster",Chrysalis,RinoZ
2020-03-07,1272,Chapter 475 - The Regimen,Chrysalis,RinoZ
2020-03-08,1289,Chapter 476 - An unlikely ally,Chrysalis,RinoZ
2020-03-09,1344,Chapter 477 - Another Perspective,Chrysalis,RinoZ
2020-03-11,1188,"Chapter 478 - Meanwhile, back at the colony",Chrysalis,RinoZ
2020-03-12,1168,Chapter 479 - Antdustrial Revolution,Chrysalis,RinoZ
2020-03-14,1354,"Chapter 480 - If you got it, spend it",Chrysalis,RinoZ
2020-03-15,1279,Chapter 481 - In the red corner,Chrysalis,RinoZ
2020-03-17,1394,Chapter 482 - Envy,Chrysalis,RinoZ
2020-03-18,1364,Chapter 483 - The real master of magic,Chrysalis,RinoZ
2020-03-20,1487,Chapter 484 - The secret technique of my elders,Chrysalis,RinoZ
2020-03-22,1141,Chapter 485 - Demonically delicious,Chrysalis,RinoZ
2020-03-25,1531,Chapter 486 - The shock of it all,Chrysalis,RinoZ
2020-03-27,1393,Chapter 487 - I feel potential here,Chrysalis,RinoZ
2020-03-28,1387,Chapter 488 - Back at it,Chrysalis,RinoZ
2020-03-29,1526,Chapter 489 - Meeting of the minds,Chrysalis,RinoZ
2020-03-31,1272,Chapter 490 - The Worm Conspiracy,Chrysalis,RinoZ
2020-04-02,1230,Chapter 491 - Why so much pain,Chrysalis,RinoZ
2020-04-03,1069,Chapter 492 - The shape of the days to come,Chrysalis,RinoZ
2020-04-05,1691,Chapter 493 - The round that wasn't,Chrysalis,RinoZ
2020-04-06,1306,Chapter 494 - Dangerous Satisfaction,Chrysalis,RinoZ
2020-04-09,1512,Chapter 495 - Deal with the devil - ant,Chrysalis,RinoZ
2020-04-10,1203,Chapter 496 - Idle Monster,Chrysalis,RinoZ
2020-04-12,1255,Chapter 497 - Keep the train going,Chrysalis,RinoZ
2020-04-13,1058,Chapter 498 - No Tickle,Chrysalis,RinoZ
2020-04-15,1174,Chapter 499 - What comes next?,Chrysalis,RinoZ
2020-04-17,1365,Chapter 500 - The rumble below,Chrysalis,RinoZ
2020-04-18,1763,Chapter 501 - Trade,Chrysalis,RinoZ
2020-04-20,1243,Chapter 502 - Holy ground,Chrysalis,RinoZ
2020-04-21,1510,Chapter 503 - Round four,Chrysalis,RinoZ
2020-04-23,1320,Chapter 504 - Speed. I am not speed,Chrysalis,RinoZ
2020-04-26,1377,Chapter 505 - Gaining Traction,Chrysalis,RinoZ
2020-04-27,1111,Chapter 506 - Getting too far,Chrysalis,RinoZ
2020-04-28,1158,Chapter 507 - Imminent escape,Chrysalis,RinoZ
2020-04-29,1238,Chapter 508 - Mostly Chatting,Chrysalis,RinoZ
2020-05-01,1389,Chapter 509 - Worm Your Way In,Chrysalis,RinoZ
2020-05-03,1336,Chapter 510 - The Horror,Chrysalis,RinoZ
2020-05-05,1261,Chapter 511 - How to outwit a scholar,Chrysalis,RinoZ
2020-05-06,1420,Chapter 512 - Daring do,Chrysalis,RinoZ
2020-05-07,1152,Chapter 513 - Flight for freedom,Chrysalis,RinoZ
2020-05-09,1387,Chapter 514 - Pay the bill,Chrysalis,RinoZ
2020-05-11,1392,"Chapter 515 - Fly, you fools!",Chrysalis,RinoZ
2020-05-12,1309,Chapter 516 - Closing in on closing in,Chrysalis,RinoZ
2020-05-14,1283,Chapter 517 - Pursued,Chrysalis,RinoZ
2020-05-15,1346,"Chapter 518 - Triad in front, triad behind",Chrysalis,RinoZ
2020-05-17,1010,Chapter 519 - Fight for freedom,Chrysalis,RinoZ
2020-05-19,1280,Chapter 520 - A new kind of mayhem,Chrysalis,RinoZ
2020-05-20,1316,Chapter 521 - Rescue from the dark,Chrysalis,RinoZ
2020-05-22,1293,Chapter 522 - The Creeping,Chrysalis,RinoZ
2020-05-24,1320,Chapter 523 - The early Colony gets the worm,Chrysalis,RinoZ
2020-05-26,1426,Chapter 524 - Diversions,Chrysalis,RinoZ
2020-05-27,1256,Chapter 525 - The Fear,Chrysalis,RinoZ
2020-05-29,1518,Chapter 526 - The SAS of Colonies,Chrysalis,RinoZ
2020-05-30,1211,Chapter 527 - Barging In,Chrysalis,RinoZ
2020-06-01,1370,Chapter 528 - Bringing the Shapers home to visit,Chrysalis,RinoZ
2020-06-03,1269,Chapter 529 - The trek,Chrysalis,RinoZ
2020-06-04,1636,Chapter 530 - The royal Hunt,Chrysalis,RinoZ
2020-06-05,1497,Chapter 531 - The next generation pt1,Chrysalis,RinoZ
2020-06-07,1757,Chapter 532 - The next generation pt 2,Chrysalis,RinoZ
2020-06-08,1328,Chapter 533 - Who's tracking who?,Chrysalis,RinoZ
2020-06-10,1389,Chapter 534 - Run? Fight?,Chrysalis,RinoZ
2020-06-11,1509,Chapter 535 - A game of cat of mouse,Chrysalis,RinoZ
2020-06-13,1101,Chapter 536 - Being Bait,Chrysalis,RinoZ
2020-06-14,1248,Chapter 537 - What are you really made of?,Chrysalis,RinoZ
2020-06-16,1374,Chapter 538 - The heck are you doing?!,Chrysalis,RinoZ
2020-06-18,1256,Chapter 539 - Stabbed in the heart! Who's to blame?!,Chrysalis,RinoZ
2020-06-20,1032,Chapter 540 - They really want me stabbed!,Chrysalis,RinoZ
2020-06-22,1234,Chapter 541 - War commences,Chrysalis,RinoZ
2020-06-23,1398,Chapter 542 - Battle concludes,Chrysalis,RinoZ
2020-06-25,1363,Chapter 543 - Incredible advances in medical technology,Chrysalis,RinoZ
2020-06-27,1442,Chapter 544 - The long walk home,Chrysalis,RinoZ
2020-06-28,1243,Chapter 545 - The heart of the Legion pt 1,Chrysalis,RinoZ
2020-06-30,1018,Chapter 546 - The Heart of the Legion pt 2,Chrysalis,RinoZ
2020-07-01,1158,Chapter 547 - The Heart of Legion pt 3,Chrysalis,RinoZ
2020-07-03,2027,Chapter 548 - The Heart of the Legion pt 4,Chrysalis,RinoZ
2020-07-04,1364,Chapter 549 - Arriving home,Chrysalis,RinoZ
2020-07-04,649,Status update,Chrysalis,RinoZ
2020-07-06,1421,Chapter 550 - The new nest,Chrysalis,RinoZ
2020-07-08,1308,Chapter 551 - Tickles denied,Chrysalis,RinoZ
2020-07-09,1254,Chapter 552 - Words with Mother,Chrysalis,RinoZ
2020-07-11,1180,Chapter 553 - A busy day in the antborough,Chrysalis,RinoZ
2020-07-12,1256,Chapter 554 - Upturning the applecart,Chrysalis,RinoZ
2020-07-14,1133,Chapter 555 - Council meeting,Chrysalis,RinoZ
2020-07-15,1317,Chapter 556 - What's going on up here?,Chrysalis,RinoZ
2020-07-17,1640,Chapter 557 - Would you go to war for some insects?,Chrysalis,RinoZ
2020-07-18,1314,Chapter 558 - Picking up something I'd rather not,Chrysalis,RinoZ
2020-07-20,1681,Chapter 559 - Strange new surrounds,Chrysalis,RinoZ
2020-07-21,1164,Chapter 560 - Taking Stock,Chrysalis,RinoZ
2020-07-23,1142,Chapter 561 - Waking,Chrysalis,RinoZ
2020-07-24,1663,Chapter 562 - Scouting Report,Chrysalis,RinoZ
2020-07-26,1289,Chapter 563 - This is different,Chrysalis,RinoZ
2020-07-27,1538,"Chapter 564 - Ant squad, assemble!",Chrysalis,RinoZ
2020-07-29,1444,Chapter 565 - Attack on Rylleh,Chrysalis,RinoZ
2020-07-31,1549,Chapter 566 - Attack on Rylleh pt 2,Chrysalis,RinoZ
2020-08-01,1225,Chapter 567 - Attack on Rylleh pt 3,Chrysalis,RinoZ
2020-08-03,1324,Chapter 568 - Attack on Rylleh pt 4,Chrysalis,RinoZ
2020-08-05,1130,Chapter 569 - Attack on Rylleh pt 5,Chrysalis,RinoZ
2020-08-06,1311,Chapter 570 - Attack on Rylleh pt 6,Chrysalis,RinoZ
2020-08-07,1226,Chapter 571 - Attack on Rylleh pt 7,Chrysalis,RinoZ
2020-08-10,1338,Chapter 572 - Attack on Rylleh pt 8,Chrysalis,RinoZ
2020-08-11,1291,Chapter 573 - Attack on Rylleh pt 9,Chrysalis,RinoZ
2020-08-13,1562,Chapter 574 - Attack on Rylleh pt 10,Chrysalis,RinoZ
2020-08-15,1660,Chapter 575 - The aftermath,Chrysalis,RinoZ
2020-08-17,1665,Chapter 576 - Silent Halls,Chrysalis,RinoZ
2020-08-19,1227,Chapter 577 - Downward growth,Chrysalis,RinoZ
2020-08-21,1177,Chapter 578 - The dark web,Chrysalis,RinoZ
2020-08-22,1205,Chapter 579 - The truly disgusting face of the foe,Chrysalis,RinoZ
2020-08-24,1410,Chapter 580 - Prepare to strike,Chrysalis,RinoZ
2020-08-25,1427,Chapter 581 - Attack on the eight-legged,Chrysalis,RinoZ
2020-08-27,1393,Chapter 582 - The great working pt 1,Chrysalis,RinoZ
2020-08-29,1524,Chapter 583 - The Great Working pt 2,Chrysalis,RinoZ
2020-08-30,1140,Chapter 584 - The Great Working pt 3,Chrysalis,RinoZ
2020-09-01,1393,Chapter 585 - The Great Working pt 4,Chrysalis,RinoZ
2020-09-02,1635,Chapter 586 - The delegation pt 1,Chrysalis,RinoZ
2020-09-04,1300,Chapter 587 - The Delegation pt 2,Chrysalis,RinoZ
2020-09-06,1596,Chapter 588 - The Delegation pt 3,Chrysalis,RinoZ
2020-09-08,1273,Chapter 589 - The Delegation pt 4,Chrysalis,RinoZ
2020-09-09,1269,Chapter 590 - Free from webs,Chrysalis,RinoZ
2020-09-10,1287,"Chapter 591 - Exploration and sweet, sweet skills",Chrysalis,RinoZ
2020-09-12,1471,Chapter 592 - Gathering once more,Chrysalis,RinoZ
2020-09-13,1544,Chapter 593 - Advisors,Chrysalis,RinoZ
2020-09-15,1000,Chapter 594 - The simplest way,Chrysalis,RinoZ
2020-09-17,1403,Chapter 595 - Where the hell are they?!,Chrysalis,RinoZ
2020-09-18,1751,Chapter 596 - Creeping doom,Chrysalis,RinoZ
2020-09-19,1486,Chapter 597 - Doing the Rounds,Chrysalis,RinoZ
2020-09-20,1289,Chapter 598 - A Strange New World,Chrysalis,RinoZ
2020-09-22,1251,Chapter 599 - Who are these Folks?,Chrysalis,RinoZ
2020-09-23,1403,Chapter 600 - Punching out the Numbers,Chrysalis,RinoZ
2020-09-25,1903,Chapter 601 - Finessing the Numbers,Chrysalis,RinoZ
2020-09-27,1160,Chapter 602 - Improve Thyself!,Chrysalis,RinoZ
2020-09-29,1309,Chapter 603 - Outward Bound,Chrysalis,RinoZ
2020-09-30,1393,Chapter 604 - Back in Action,Chrysalis,RinoZ
2020-10-02,1304,Chapter 605 - Elementary my dear... deer,Chrysalis,RinoZ
2020-10-03,1112,Chapter 606 - First Contact,Chrysalis,RinoZ
2020-10-05,1505,Chapter 607 - The Welcome Stranger,Chrysalis,RinoZ
2020-10-07,1199,Chapter 608 - Hat's off to you,Chrysalis,RinoZ
2020-10-08,1154,Chapter 609 - The fire and steel,Chrysalis,RinoZ
2020-10-10,1276,Chapter 610 - A hive of activity,Chrysalis,RinoZ
2020-10-12,1174,Chapter 611 - The work of war,Chrysalis,RinoZ
2020-10-13,1743,Chapter 612 - A determined enemy,Chrysalis,RinoZ
2020-10-15,1238,Chapter 613 - The stone endures,Chrysalis,RinoZ
2020-10-16,1259,Chapter 614 - Marshal the colony,Chrysalis,RinoZ
2020-10-18,1558,Chapter 615 - A chat with Titus,Chrysalis,RinoZ
2020-10-20,1234,Chapter 616 - The Rage,Chrysalis,RinoZ
2020-10-21,1257,Chapter 617 - Easy breezy,Chrysalis,RinoZ
2020-10-23,1158,Chapter 618 - The Press,Chrysalis,RinoZ
2020-10-25,1217,"Chapter 619 - In the dark, but not alone",Chrysalis,RinoZ
2020-10-26,1071,Chapter 620 - In the mouth of madness,Chrysalis,RinoZ
2020-10-28,1380,Chapter 621 - Blissful danger,Chrysalis,RinoZ
2020-10-29,1501,"Chapter 622 - Ah, nards",Chrysalis,RinoZ
2020-10-31,1297,Chapter 623 - The enemy advances,Chrysalis,RinoZ
2020-11-01,1211,Chapter 624 - Death Comes,Chrysalis,RinoZ
2020-11-03,1256,Chapter 625 - Vengeance,Chrysalis,RinoZ
2020-11-04,1140,Chapter  626 - Short ... and sharp,Chrysalis,RinoZ
2020-11-06,1254,"Chapter 627 - Growth, then growth",Chrysalis,RinoZ
2020-11-07,1481,Chapter 628 - Differing views,Chrysalis,RinoZ
2020-11-09,1259,Chapter 629 - The Cavalry Arrives,Chrysalis,RinoZ
2020-11-12,1334,Chapter 630 - Elemental Soup,Chrysalis,RinoZ
2020-11-13,1023,Chapter 631 - The New Construct,Chrysalis,RinoZ
2020-11-14,1298,Chapter 632 - Put through the paces,Chrysalis,RinoZ
2020-11-16,1207,Chapter 633 - It's da bomb,Chrysalis,RinoZ
2020-11-17,1141,Chapter 634 - Mind Games,Chrysalis,RinoZ
2020-11-19,1214,Chapter 635 - A New Way Pt 1,Chrysalis,RinoZ
2020-11-21,977,Chapter 636 - A new way pt 2,Chrysalis,RinoZ
2020-11-22,891,Chapter 637 - A new way pt 3,Chrysalis,RinoZ
2020-11-24,1278,Chapter 638 - A New Way pt 4,Chrysalis,RinoZ
2020-11-25,1159,Chapter 639 - The Churn,Chrysalis,RinoZ
2020-11-27,1212,"Chapter 640 - it's progress, I suppose.",Chrysalis,RinoZ
2020-11-28,1557,Chapter 641 - Monkey Business,Chrysalis,RinoZ
2020-11-30,1091,Chapter 642 - Fists of fury,Chrysalis,RinoZ
2020-12-02,1095,Chapter 643 - The Prize,Chrysalis,RinoZ
2020-12-03,1106,Chapter 644 - RnD,Chrysalis,RinoZ
2020-12-05,1211,Chapter 645 - Heart of Glass,Chrysalis,RinoZ
2020-12-06,1027,Chapter 646 - Suiting up,Chrysalis,RinoZ
2020-12-08,1676,Chapter 647 - The Sound of the Beast,Chrysalis,RinoZ
2020-12-09,1430,Chapter 648 - Armoured Kong,Chrysalis,RinoZ
2020-12-11,1481,Chapter 649 - The Hunger,Chrysalis,RinoZ
2020-12-13,1398,Chapter 650 - Under the Sea,Chrysalis,RinoZ
2019-08-16,2692,1.1 Administration .1,The Devil You Know,RinoZ
2019-08-17,2062,1.2 Administration .2,The Devil You Know,RinoZ
2019-08-20,2451,1.3 The Demesne .1,The Devil You Know,RinoZ
2019-08-20,2608,1.4 The Demesne .2,The Devil You Know,RinoZ
2019-08-20,2686,1.5 The Demesne .3,The Devil You Know,RinoZ
2019-11-26,2538,Soul Fall .1,The Devil You Know,RinoZ
2019-11-26,2258,Soul Fall .2,The Devil You Know,RinoZ
2019-11-26,2806,Soul Fall .3,The Devil You Know,RinoZ
2019-11-26,2248,Soul Fall .4,The Devil You Know,RinoZ
