date,wordcount,chapter,work
2020-06-16,5157,Chapter 35: Portents,PGTE
2020-06-19,5600,Chapter 36: Trepidation,PGTE
2020-06-23,5648,Chapter 37: Trying,PGTE
2020-06-26,5382,Chapter 38: Tantamount,PGTE
2020-06-30,5942,Chapter 39: Transliteration,PGTE
2020-07-03,5530,Chapter 40: Campaign,PGTE
2020-07-03,8018,Charlatan IV,PGTE
2020-07-07,5235,Chapter 41: Coterie,PGTE
2020-07-10,5704,Chapter 42: Castigation,PGTE
2020-07-14,6636,Chapter 43: Conclusions,PGTE
2020-07-17,5287,Interlude: Ebb,PGTE
2020-07-21,5181,Chapter 44: Cliff,PGTE
2020-07-24,5213,Chapter 45: Progress,PGTE
2020-07-28,5493,Chapter 46: Vestibule,PGTE
2020-07-31,6783,Interlude: Reprobates,PGTE
2020-08-04,5638,Chapter 47: Methods,PGTE
2020-08-04,6121,Five Stories,PGTE
2020-08-07,5497,Chapter 48: Hilltop,PGTE
2020-08-11,5635,Chapter 49: Association,PGTE
2020-08-14,6130,Chapter 50: Mores,PGTE
2020-08-18,5287,Chapter 51: Endwise,PGTE
2020-08-21,5461,Chapter 52: Sortie,PGTE
2020-08-25,5242,Chapter 53: Joust,PGTE
2020-08-28,5199,Chapter 54: King’s Fianchetto,PGTE
2020-09-01,5475,Chapter 55: Queen’s Pawn,PGTE
2020-09-01,4780,Malanza,PGTE
2020-09-04,5123,Chapter 56: Repertoires,PGTE
2020-09-08,5415,Chapter 57: Battery,PGTE
2020-09-11,5142,Chapter 58: Prophylaxis,PGTE
2020-09-15,4985,Interlude: Old Dogs,PGTE
2020-09-18,4987,Interlude: New Tricks,PGTE
2020-09-22,5212,Chapter 59: Materialism,PGTE
2020-09-25,5207,Chapter 60:  Zwischenschach,PGTE
2020-09-29,5141,Chapter 61: Adouber,PGTE
2020-10-02,6561,Chapter 62: Adjournment,PGTE
2020-10-02,4041,Disjunction,PGTE
2020-10-06,5307,Interlude: Theism,PGTE
2020-10-09,5227,Interlude: Ietsism,PGTE
2020-10-13,5704,Chapter 63: Dynamism,PGTE
2020-10-16,5233,Chapter 64: Candidate Moves,PGTE
2020-10-20,5209,Chapter 65: Cross-Check,PGTE
2020-10-23,5185,Chapter 66: Blind Pigs,PGTE
2020-10-27,5322,Chapter 67: Isolani,PGTE
2020-10-30,4864,Chapter 68: Opposition,PGTE
2020-11-03,5604,Chapter 69: Book Draw,PGTE
2020-11-03,3546,Colossal I,PGTE
2020-11-06,5840,Chapter 70: Solved Game,PGTE
2020-11-10,5566,Chapter 71: Eschatology,PGTE
2020-11-13,5206,Chapter 72: Omen,PGTE
2020-11-17,5889,Chapter 73: Signs,PGTE
2020-11-20,5123,Chapter 74: Herald,PGTE
2020-11-24,5579,Chapter 75: Desolation,PGTE
2020-11-27,5861,Chapter 76: Rapt,PGTE
2020-12-01,4875,Chapter 77: Tribulation,PGTE
2020-12-01,3610,Colossal II,PGTE
2020-12-04,6598,Interlude: Blood,PGTE
2020-12-08,6576,Interlude: Song,PGTE
2020-12-11,7819,Interlude: Woeful,PGTE
